jawa,indo
Mbujuk iku salah siji tindakan sing paling gak disenengi ambek kabeh uwong tapi sek akeh dilakoni sisan,"Membujuk adalah salah satu tindakan yang paling tidak disukai banyak orang, tapi tetap sering dilakukan"
Onok akeh penyebab wong iku mbujuki,Ada banyak alasan seseorang membujuk
Mulai teko ben ketok apik nutupi kesalahan dan akeh liyane maneh,Mulai dari ingin terlihat baik dengan menutupi kesalahan dan banyak alasan lainnya
Padahal kebiasaan mbujuk iku marakno rugi nang awak dewe dan isok berujung isin karepe dewe pas konangan,Padahal kebiasaan membujuk itu justru merugikan diri sendiri dan bisa berujung pada rasa malu ketika ketahuan
Teko kono awak dewe kudu mulai leren gawe mbujuki,Dari situ kita harus mulai berhenti membujuk
Cara gawe ngatasi mbujuk iku koyok ngene,Cara untuk mengatasi kebiasaan membujuk itu seperti ini
Siji golek opo sing dadi penyebabe ben isok nyegah gawe mbujuk,"Pertama, cari tahu apa penyebabnya agar bisa mencegah kebiasaan membujuk"
Telu ilangno pikiran elek nek awakmu kate ngomong jujur,"Ketiga, hilangkan pikiran buruk jika kamu ingin berbicara jujur"
Terakhir konsultasi nang pihak profesional,"Terakhir, konsultasi dengan pihak profesional"
Pas aku isih cilik aku tau dijak bapakku neng omahe koncone neng deso,"Ketika aku masih kecil, aku pernah diajak oleh ayahku ke rumah temannya di desa"
Bapakku wektu kui arep gawe peternakan neng daerah sekitar omahe koncone kui,Ayahku saat itu ingin membuat peternakan di daerah sekitar rumah temannya
Makane kui bapakku dolan neng omahe,"Oleh karena itu, ayahku pergi ke rumah temannya"
Neng kono bapaka uga ngejak ibu lan adiku,Di sana ayahku juga mengajak ibu dan adikku
Aku sebenere ora patio masalah karo panggon turune karo panganane sing sederhana,Sebenarnya aku tidak masalah dengan tempat tinggal dan makanan yang sederhana
Sing dadi perkoro kanggo aku kui kamar mburine,Yang menjadi masalah bagiku adalah kamar belakang
Kamar mburi sing nganggo adus karo nguyuh utowo ngising kui dibedake,Kamar belakang yang digunakan untuk mandi atau buang air kecil itu dipisahkan
Sing iso dienggo adus kui cerak karo panggon omahe,Yang bisa digunakan untuk mandi itu dekat dengan tempat tinggal
Nanging panggon kanggo ngisihe kui adoh,Namun tempat untuk buang air kecilnya itu jauh
Panggon ngising utowo nguyuhe kui diarani helikopter,Tempat buang air kecil atau mandi tersebut disebut helikopter
Kamare kui digawe seko pring sing ora ono atepe lan digawene kui neng duwur empang,Kamarnya dibuat dari bambu yang tidak ada atapnya dan dibuat di atas kolam
Jobine sing seko pring utowo kayu kui dibolongi gok tengahe kanggo awak dhewe guak taine dhewe,Pekerjaan dari bambu atau kayu itu dibolongi di tengahnya untuk digunakan sebagai tempat buang air
Jijik aku sebenere karo kamar mburi sing modele koyo ngono,Sebenarnya aku jijik dengan kamar belakang yang bentuknya seperti itu
Kendaraan umum sing paling dikenal ambek masyarakat Indonesia iku jenenge angkot,Kendaraan umum yang paling dikenal oleh masyarakat Indonesia itu namanya angkot
Tapi nang sebagian daerah iku onok sing ngomong mikrolet,Tapi di sebagian daerah ada yang menyebutnya mikrolet
Mbasio podo-podo mobil sing muat penumpang dan fungsine gawe transportasi umum angkot karo mikrolet iku nduwe perbedaan,"Meskipun sama-sama mobil yang menampung penumpang dan berfungsi sebagai transportasi umum, angkot dan mikrolet memiliki perbedaan"
Siji teko fisik e,Yang pertama dari fisiknya
Lorolorone iku podo nganggo mobil ukuran sedeng utowo bertipe minibus,Keduanya sama-sama menggunakan mobil berukuran sedang atau bertipe minibus
Cuma bedane angkot iku biasane nganggo mobil merk Suzuki Carry,Hanya saja bedanya angkot biasanya menggunakan mobil merek Suzuki Carry
Nek mikrolet iku nganggo mobil merk Toyota Kijang,Sedangkan mikrolet menggunakan mobil merek Toyota Kijang
Loro posisi engine mounting e,"Kedua, posisi engine mounting-nya"
Angkot iku biasane bermesin midengine alias posisi mesin onok nang tengah,"Angkot biasanya bermesin mid-engine, yaitu posisi mesinnya ada di tengah"
Terus nek mikrolet iku bermesin frontengine alias posisi mesin onok nang ngarep,"Sedangkan mikrolet bermesin front-engine, yaitu posisi mesinnya ada di depan"
Iki perbedaan mencolok teko angkot ambek mikrolet,Ini adalah perbedaan yang mencolok antara angkot dan mikrolet
Aku ambek konco SMA ku wes suwe pol kepingin ketemuan soale wes podo kangen,Aku dan teman-teman SMA sudah lama banget ingin bertemu karena sudah sama-sama kangen
Ditentukno panggon ketemonane disik,Tempat pertemuannya ditentukan dulu
Mbari diskusi suwe akhire diputusno nang kafe panggon mbiyen awak dewe nyangkruk pas SMA,Sambil berdiskusi lama akhirnya diputuskan di kafe tempat dulu kami nongkrong saat SMA
Aku setuju dan gak suwe sing liyane yo podo setuju sisan,Aku setuju dan tidak lama yang lain juga pada setuju
Aku nyarano dino Jumat soale aku wes prei kerjo,Aku menyarankan hari Jumat karena aku sudah libur kerja
Koncoku langsung podo ngeluh soale kantore sek kerjo 5 dino kabeh gak koyok aku sing wes nerapno 4 dino kerjo tok,"Temanku langsung mengeluh karena kantornya kerja 5 hari penuh, beda dengan aku yang cuma kerja 4 hari"
Mergo iku akhire aku manut ambek mereka ae,Oleh karena itu akhirnya aku mengikuti mereka saja
Berhubung malah onok sing malah kerjo 6 dino akhire diputusno nek awak dewe ketemuan pas dino Minggu ae,"Karena ada yang bahkan bekerja 6 hari, akhirnya diputuskan kalau kami bertemu pada hari Minggu saja"
Gawe awak dewe umat Islam nek awak dewe ndelok suatu kesalahan utowo kerusakan onok rong hal sing kudu dilakoni,"Bagi kita umat Islam, jika kita melihat suatu kesalahan atau kerusakan, ada dua hal yang harus dilakukan"
Nek pelakune iku non Muslim awak dewe kudu njarno wong iku,"Jika pelakunya non-Muslim, kita harus menegur orang itu"
Tapi nek pelakune iku podo-podo wong Muslime ambek awak dewe wajib hukume gawe awak dewe ngilingo,"Namun jika pelakunya sesama Muslim, kita wajib mengingatkan mereka"
Contohe wong iku ngutang terus gak dibayar awak dewe kudu ngilingno gawe ngelunasi utange,"Contohnya, jika ada orang yang berutang tetapi tidak dibayar, kita harus mengingatkan untuk melunasi utangnya"
Ngilingo sesama Muslim iku hukume wajib,Mengingatkan sesama Muslim itu hukumnya wajib
Nek semisal awak dewe gak ngelakoni awak dewe bakal dijaluki pertanggung jawaban pas engkok nang dino pembalasan,"Jika kita tidak melakukannya, kita akan diminta pertanggungjawaban saat hari pembalasan"
Dadi awak dewe ngilingno disik wong iku ping siji,Jadi kita harus mengingatkan orang itu terlebih dahulu satu kali
Negara Barat wis akeh sing ndukung proses euthanasia,Negara Barat sudah banyak yang mendukung proses euthanasia
Euthanasia kuwi asale saka istilah ning catetan lawas babagan kedokteran sing ngelakoni prosesi sing secara sengaja marai urip pasien kuwi tambah dawa utawa tambah cekak lan ujunge kematian,Euthanasia berasal dari istilah dalam catatan medis lama yang melibatkan proses yang secara sengaja memperpanjang atau mempersingkat hidup pasien dan akhirnya mengarah pada kematian
Kabeh iki dilakoni amarga ana kepentingan saka pasien kaya penyakit sing wis ora bisa diobati lan umur sing wis tuwa nanging ora ana keluarga sing bisa nangani,"Semua ini dilakukan karena ada kepentingan dari pasien, seperti penyakit yang sudah tidak bisa diobati dan usia yang sudah tua namun tidak ada keluarga yang bisa merawat"
Proses iki bisa nganggo suntikan utawa obat-obatan sing diwenehake marang pasien,Proses ini bisa dilakukan dengan suntikan atau obat-obatan yang diberikan kepada pasien
Euthanasia iki ana 2 yaiku saka jalukane pasien lan tanpa persetujuan saka pasien,Euthanasia ini ada 2 yaitu dari permintaan pasien dan tanpa persetujuan pasien
Tenaga medis uga terlibat nanging cara iki ana sing ngomong legal ana sing ngomong ngelanggar HAM,"Tenaga medis juga terlibat, namun ada yang mengatakan cara ini legal, ada juga yang mengatakan melanggar HAM"
Hotel sing paling terkenal ning Malang salah sawijine ya Hotel Tugu,Hotel yang paling terkenal di Malang salah satunya adalah Hotel Tugu
Hotel iki kalebu hotel kang lawas amarga hotel iki duwe sejarah kanggo pembangunane Kutha Malang,Hotel ini termasuk hotel yang sudah tua karena hotel ini memiliki sejarah untuk pembangunan Kota Malang
Hotel iki ana ning cedhake balai kota amarga biyen kanggone hotel iki ya njamu tamu-tamu pemerintahan,Hotel ini terletak dekat dengan balai kota karena dulunya hotel ini digunakan untuk menerima tamu-tamu pemerintahan
Saka njaba hotel tugu iki katon singup amarga akeh tanduran sing nutupi,Dari luar hotel Tugu ini terlihat asri karena banyak tanaman yang menutupi
Yen wis mlebu hotel iki bakale bedha,"Jika sudah masuk ke dalam hotel ini, suasananya akan berbeda"
Hotel Tugu iki fasilitase lengkap lan duwe restoran sing panganan lan ombenane enak,Hotel Tugu ini fasilitasnya lengkap dan memiliki restoran dengan makanan dan minuman yang enak
Masio miturut caritaning masyarakat hotel iki medeni nanging ora ninggalake pelayanan sing profesional,"Meskipun menurut cerita masyarakat hotel ini menyeramkan, namun tidak meninggalkan pelayanan yang profesional"
Nang dunyo iku akehe pol kewan terus macem-maceme yo pirang-pirang terus jenenge yo seje koyok koceng ae maceme wes seje-seje contone koyok koceng persia koceng jowo koceng rembang koceng alas koceng anggora ambek liyan-liyane,"Di dunia ini banyak sekali jenis hewan, dan nama-namanya pun berbeda-beda, seperti kucing saja, jenisnya banyak sekali, contohnya kucing Persia, kucing Jawa, kucing Rembang, kucing Alas, kucing Anggora, dan lainnya"
Nah iku kabeh yo termasuk jenise koceng,"Nah, itu semua termasuk jenis kucing"
Tering sing mangan suket yo ono contone koyok wedus jerapa sapi ambek liyan-liyane,"Hewan yang makan rumput juga ada, contohnya seperti domba, jerapah, sapi, dan lainnya"
Kabeh iku termasuk kewan sing ancene gelek dipetuki nang dunyo iki sak liyane iku ora kabeh kewan iku nurut ambek menungso soale kewan iku ono sing geteng ambek menungso,"Semua itu termasuk hewan yang memang bisa dijinakkan di dunia ini, namun tidak semua hewan itu menurut manusia, karena ada yang buas terhadap manusia"
Wong sing kate ujian iku pasti ngelakoni sembarang kalir persiapan ben isok lulus,Orang yang akan ujian pasti melakukan berbagai persiapan supaya bisa lulus
Sing paling akeh tak gatekno iku pasti bakal luwe rajin gawe sinau materi sing diujikno karo luwe akeh ngelakoni latihan soal kisi-kisi ujian iku mau,Yang paling sering aku perhatikan adalah mereka pasti akan rajin belajar materi yang diuji dan banyak latihan soal kisi-kisi ujian tersebut
Saking nggetune gawe nyiapno kadangan mereka iku maleh lali gawe mangan,"Saking sibuknya mempersiapkan, kadang mereka sampai lupa untuk makan"
Padahal mangan iku hal sing paling penting gawe ngisi energi ben awakmu tetep isok fokus sinau,Padahal makan itu hal yang paling penting untuk mengisi energi supaya tubuhmu tetap bisa fokus belajar
Nek atek gak mangan utekmu iku gak bakal isok digawe mikir,"Jika tidak makan, otakmu tidak akan bisa digunakan untuk berpikir"
Sing onok awakmu maleh pegel dewe tapi gak onok ilmu sing melbu nang utekmu,"Tubuhmu akan merasa lelah, tetapi tidak ada ilmu yang masuk ke dalam otakmu"
Dadi gawe awakmu sing lagi persiapan ngadepi ujian ojok lali mangan yo rek,"Jadi, untuk kamu yang sedang mempersiapkan ujian, jangan sampai lupa makan ya"
Jaman saiki wes akeh banget jenis wadah gawe nyimpen printilan-printilan sing ukurane cilik-cilik,Zaman sekarang sudah banyak sekali jenis wadah untuk menyimpan barang-barang kecil
Sing paling akeh dinggo wong-wong iku rak mini,Yang paling banyak digunakan orang adalah rak mini
Rak mini iki bahane yo macem macem mulai teko plastik kayu sampe aluminium,"Rak mini ini bahannya juga macam-macam, mulai dari plastik, kayu, sampai aluminium"
Ukurane yo bedo-bedo mulai teko isi 3 rak 4 rak 6 rak sampe 9 rak,"Ukurannya juga berbeda-beda, mulai dari yang berisi 3 rak, 4 rak, 6 rak, hingga 9 rak"
Fungsine rak iku gawe mbedakno jenis barang sing disimpen,Fungsi rak ini untuk membedakan jenis barang yang disimpan
Misal rak siji digawe ali-ali rak loro digawe kuncir rak telu digawe obat-obatan dan liyan-liyane,"Misalnya, rak satu digunakan untuk barang-barang kecil, rak dua digunakan untuk ikat rambut, rak tiga untuk obat-obatan, dan lainnya"
Regane yo macem-macem onok sing 10 ewu sampe 200 ewu,"Harganya juga bervariasi, ada yang 10 ribu hingga 200 ribu"
Biasane ngono regone tergantung bahan karo kualitas rak e,Biasanya harga tergantung bahan dan kualitas raknya
Rak mini yo isok ditemukno nang ndi ae mulai toko pinggiran sampe online shop,"Rak mini ini bisa ditemukan di mana saja, mulai dari toko pinggiran hingga toko online"
Kanca kuwi pancen akeh banget macem lan sifate,Teman-teman itu memang banyak sekali jenis dan sifatnya
Kanca sing apik kuwi yaiku kanca sing bisa ngerteni apa sing disenengi lan ora disenengi karo kanca liyane kaya sifat sing bisa marai seneng utawa mangkel,"Teman yang baik itu adalah teman yang bisa mengerti apa yang disukai dan tidak disukai oleh teman lainnya, seperti sifat yang bisa membuat senang atau marah"
Yen ana masalah kekancanan iki kudu jujur lan uga nggolek solusi saka masalah sing ana,"Jika ada masalah dalam persahabatan, harus jujur dan mencari solusi dari masalah yang ada"
Ngeleremake ego kuwi uga penting banget amarga kadhang wgo sing dhuwur iki bisa dadi masalah kanggo kanca sing ana ning sekitare,Menahan ego itu juga sangat penting karena kadang ego yang tinggi bisa menjadi masalah bagi teman-teman di sekitarnya
Sabar lan dadi wong sing kenal marang karakter kuwi uga bisa dadi alternatif kanggo njaga kekancan ben awet,Sabar dan menjadi orang yang mengenal karakter itu juga bisa menjadi alternatif untuk menjaga persahabatan agar langgeng
Kamangka para ahli uga ngomong yen wong kekancan luwih saka 10 taun kuwi bakal kekancan sak lawase amarga wis paham sifate,"Bahkan para ahli juga mengatakan bahwa orang yang bersahabat lebih dari 10 tahun, akan berteman selamanya karena sudah memahami sifatnya"
Syahadat kui dadi rukun Islam sing pertama,Syahadat itu menjadi rukun Islam yang pertama
Kui sebagai syarat uwong kui mlebu Islam kanggo wong sing arep dadi mualaf,Itu sebagai syarat seseorang masuk Islam bagi yang ingin menjadi mualaf
Kanggo wong sing lahir wong tuwane wis Islam otomatis anak kui agama Islam,"Bagi orang yang lahir dari orang tua yang sudah Islam, otomatis anaknya beragama Islam"
Rukun Islam kui ketoke gampang nanging sebenere kui sing paling angel dilakoni,"Rukun Islam itu kelihatannya mudah, tapi sebenarnya itu yang paling sulit dilakukan"
Syahadat kui isine kesaksian awak dhewe yen ora tuhan sing liya sak liyane Allah lan Nabi Muhammad kui utusan saking Allah,Syahadat itu isinya adalah kesaksian diri sendiri bahwa tidak ada Tuhan selain Allah dan Nabi Muhammad adalah utusan dari Allah
Artine awak dhewe ora oleh percoyo karo tuhan-tuhan sing liyo,Artinya kita tidak boleh mempercayai Tuhan-Tuhan selain Allah
Awak dhewe kudu percoyo nalika Allah kui siji-sijine zat sing ngatur kabeh urusan neng donyo iki,Kita harus percaya bahwa Allah adalah satu-satunya zat yang mengatur segala urusan di dunia ini
Dadi awak dhewe kudu ngikuti kabeh perintah lan larangane,"Jadi, kita harus mengikuti semua perintah dan larangannya"
Awak dhewe uga kudu ngikuti ajaran opo-opo wae sing wis dicontoni karo Rasul,Kita juga harus mengikuti ajaran apapun yang sudah dicontohkan oleh Rasul
Lan awak dhewe ora entuk nganggep Nabi Muhammad kui sebagai Tuhan,Dan kita tidak boleh menganggap Nabi Muhammad sebagai Tuhan
Aku nduweni suling ing omahku,Aku memiliki suling di rumahku
Suling yaiku salah siji piranti lagu saking daerah Jawa Barat,Suling adalah salah satu alat musik dari daerah Jawa Barat
Suling dadi salah siji piranti lagu sing paling tuwa ing dunya,Suling menjadi salah satu alat musik yang tertua di dunia
Suling yaiku salah siji piranti lagu sing digawe saka pring,Suling adalah salah satu alat musik yang terbuat dari bambu
Ing perkembangan zaman suling saiki ana sing digawe teko bahan sak liyane pring misale saking perak emas utowo campuran karo-karone,"Dalam perkembangannya, suling kini ada yang terbuat dari bahan selain bambu, seperti perak, emas, atau campuran bahan lainnya"
