,text,label
6428,Universitas iki perguruan tinggi sing paling tuwa ning Korea Selatan lan wis ana wiwit jaman kerajaan,Universitas ini adalah perguruan tinggi tertua di Korea Selatan dan sudah ada sejak zaman kerajaan
6429,Universitas iki kalebu salah sawijining perguruan tinggi sing duwe peninggalan kaya museum lan monumen pendidikan,Universitas ini termasuk salah satu perguruan tinggi yang memiliki peninggalan seperti museum dan monumen pendidikan
6430,Rampung wisuda kabeh mahasiswa ngumpung ning ngarep monumen lan ngadakake upacara dan ndedunga bareng,"Setelah wisuda, semua mahasiswa berkumpul di depan monumen dan mengadakan upacara serta doa bersama"
6431,Upacara iki wis ana wiwit jaman biyen lan tetep dilestarekake kanggo njaga tradisi ning Sungkyungkwan,Upacara ini sudah ada sejak zaman dulu dan tetap dilestarikan untuk menjaga tradisi di Sungkyungkwan
6432,Aku duwe konco pas SMA,Aku punya teman saat SMA
6433,Aku cerake kui pas SMA nanging aku wis kenal karo dheweke ket SD,"Aku ceritakan itu waktu SMA, tapi aku sudah kenal dia sejak SD"
6434,Koncoku kui wis yang-yangan ket dheweke isih SD,Temanku itu sudah berkelakuan aneh saat dia masih SD
6435,Ora mung siji nanging yange gontaganti terus,"Tidak hanya satu, tapi yang berganti-ganti terus"
6436,Aku tekan ora ngerti sopo yange pas isih SD kui,Aku sampai tidak tahu siapa yang dulu waktu SD itu
6437,Tekan SMA barang isih koyo ngono,Sampai SMA barang masih begitu
6438,Nanging bedane aku luwih cerak karo dheweke,"Tapi bedanya, aku lebih dekat dengan dia"
6439,Aku sekelas karo dee pas kelas 2,Aku sekelas dengannya waktu kelas 2
6440,Pas kancanan karo aku kui dheweke posisi wis hijrah wis tobat,"Saat berteman dengan aku, dia sudah pindah dan bertaubat"
6441,Dheweke ngoyak koncoku sing wedhok sing sekelas karo aku biyen,Dia mengejar teman wanitaku yang sekelas dengan aku dulu
6442,Pas kui dheweke uga duwe mantan seko kelase sing biyen,Saat itu dia juga punya mantan dari kelasnya dulu
6443,Pas dheweke ceraki koncoku kui aku dadi kerep dikontak matane kanggo takon kabare,"Saat dia bercerita tentang temanku itu, aku jadi sering dihubungi matanya untuk tanya kabarnya"
6444,Akhire dheweke ora jadian karo koncoku kui,Akhirnya dia tidak jadian dengan temanku itu
6445,Malah bar lulus kuliah dheweke balikan karo mantane sing kui tekan nikah,"Bahkan setelah lulus kuliah, dia kembali dengan mantannya yang akhirnya menikah"
6446,Kemacetan ning dalan iki penyebabe akeh banget lan ora bisa diprediksi,Kemacetan di jalan ini penyebabnya banyak sekali dan tidak bisa diprediksi
6447,Kadhang macet iki marai mangkel apa maneh kanggo wong kantoran sing budhale mesti kudu isuk lan dikejar-kejar wektu kerja sing ora nentu,"Kadang macet ini bikin kesal, apalagi untuk orang kantoran yang harus berangkat pagi dan dikejar waktu kerja yang tidak menentu"
6448,Macet iki uga ora apik kanggo wong sing seneng nunda gaweyan lan milih budhal ning menit terakhir,Macet ini juga tidak baik untuk orang yang suka menunda pekerjaan dan memilih berangkat di menit terakhir
6449,Kamangka tinimbang sambat ning dalan amarga macet awak dhewe mestine bisa ngatur kapan kudu budhal ben ora kecegat macet lan kesusu ana masalah ning dalan banjur nggawe cilaka,"Padahal daripada mengeluh di jalan karena macet, kita seharusnya bisa mengatur kapan harus berangkat agar tidak terjebak macet dan terburu-buru yang bisa menyebabkan masalah di jalan dan kecelakaan"
6450,Awakmu tau gak ngeroso kesepian padahal nduwe konco sak pirang-pirang,Kamu pernah nggak merasa kesepian padahal punya banyak teman
6451,Dadakno nduwe konco akeh iku gak menjamin awakmu gak bakal kesepian,Memiliki banyak teman tidak menjamin kamu tidak akan merasa kesepian
6452,Kualitas konco iku yo penting gawe awakmu cek gak ngeroso kesepian,Kualitas teman itu juga penting agar kamu tidak merasa kesepian
6453,Awakmu butuh uwong sing bener-bener mbok percaya dan isok berbagi keluh kesah,Kamu butuh orang yang benar-benar bisa kamu percayai dan bisa berbagi keluh kesah
6454,Soale awakmu wes yakin nek awakmu gak bakal ditinggal dewe mbasio awakmu lagi ndek fase terpuruk,"Karena kamu sudah yakin kalau kamu tidak akan ditinggalkan, meskipun kamu sedang dalam fase terpuruk"
6455,Konco sing apik iku gak bakal ninggalno awakmu mereka malah nuntun awakmu gawe bangkit maneh,"Teman yang baik tidak akan meninggalkanmu, malah akan membimbingmu untuk bangkit lagi"
6456,Konco sitik tapi isok dipercaya iku jauh lebih baik timbangane konco akeh tapi munafik kabeh,Teman sedikit tapi bisa dipercaya jauh lebih baik daripada teman banyak tapi semuanya munafik
6457,Biyen pas aku tuku laptop mesti dianjurno karo koncoku nag ora oleh kesusu mundak ora tepak,"Dulu, waktu aku beli laptop, pasti diingatkan oleh temanku agar tidak terburu-buru pergi agar tidak salah"
6458,Terus koncoku yo ngandani nag golek laptop iku kudu dicocokno ambek keperluane disek kanggo opo soale iku pengaruh nang laptope,"Lalu temanku juga memberitahu kalau mencari laptop itu harus disesuaikan dengan kebutuhan dulu, untuk apa, karena itu berpengaruh pada laptopnya"
6459,Terus sakliyane nyesuaikno kebutuane yo kudu nyocokno modale sing digawe tuku iku maeng sak piro soale nag ora cukup yo ora enak,"Lalu selain menyesuaikan kebutuhan, juga harus mencocokkan modal yang dibuat untuk membeli itu berapa, karena kalau tidak cukup akan tidak nyaman"
6460,Dadi ancene nag tuku laptop iku kudu ati-ati ben ora sampek kebijok,Jadi sebenarnya membeli laptop itu harus hati-hati agar tidak sampai salah pilih
6461,Laptop saiki wes majune pol nag dibandingno ambek biyen,Laptop sekarang sudah maju pesat dibandingkan dengan dulu
6462,Laptop saiki iku modele wes pirang-pirang karek nari duweke,Laptop sekarang modelnya sudah banyak sekali dan lebih banyak pilihan
6463,Nah nang jero laptop iku asline ono bagian sing paling penting sing digawe ngelakokno laptop maeng yaiku sing jenengen Processor,"Nah di dalam laptop itu sebenarnya ada bagian yang paling penting yang membuat laptop bisa berjalan, yaitu yang namanya Processor"
6464,Nah processor iki yo ono macem-macem koyok AMD Intel ambek Mac,"Nah processor ini juga ada macam-macam seperti AMD, Intel, dan Mac"
6465,Proscessor iki gunane yaiki ngelakokno perintah sing ono nang programe maeng yo kenek diarani sing ngelakokno program maeng nerimo program teko Ram sing isine perintah teko aplikasi sing diinstal maeng,"Processor ini fungsinya adalah menjalankan perintah yang ada dalam program, yaitu yang menjalankan program dan menerima program dari RAM yang berisi perintah dari aplikasi yang diinstal"
6466,Terus sing bagian nyambungno kabeh program ambek komponen sing ono nang jeru laptop,Lalu bagian yang menghubungkan semua program dengan komponen yang ada di dalam laptop
6467,Dadi sing jenenge Processor iku ancene pentinge megilan kanggo laptop,Jadi yang namanya Processor itu memang penting sekali untuk laptop
6468,Biasane sing gelek utowo biasane wedi nag disuntik iku bocah cilik ora wong gede,"Biasanya yang suka atau biasanya takut disuntik itu anak kecil, bukan orang dewasa"
6469,Opo maneh kabeh keperluan medis mboh iku obat perikso nang dokter utowo keperluan liyane mesti ora adoh ambek sing jenenge suntik,Apalagi semua kebutuhan medis seperti obat atau pemeriksaan ke dokter atau kebutuhan lain pasti tidak jauh dari yang namanya suntik
6470,Dadi nag iso bocah cilik iku maeng ojo diwedekno ambek sing jenenge suntik ben kebiasaan soale nag wedi terus-terusan nag gede iku ngesakno bagal dadi wong sing ora wani terus nang suntik,"Jadi kalau bisa, anak kecil itu jangan dibiasakan dengan suntik karena kebiasaan itu akan membuat mereka takut terus-menerus sampai besar dan menjadi orang yang takut terus untuk disuntik"
6471,Model kuwi ora mung nduweni awak sing apik nanging uga nduweni pikiran sing uga apik,Model itu tidak hanya memiliki tubuh yang baik tetapi juga memiliki pikiran yang baik
6472,Model kuwi kudune bisa nggawa aura sing positif kaya ora mbatesi komunikasi marang wong kang nduweni werna kulit sing bedha rambut sing bedha lan uga gaya klambi sing bedha,"Model itu seharusnya bisa membawa aura positif seperti tidak membatasi komunikasi dengan orang yang memiliki warna kulit berbeda, rambut berbeda, dan juga gaya pakaian yang berbeda"
6473,Kabeh kuwi dadi keunikan saka wong sing kerja ning dunia model,Semua itu menjadi keunikan dari orang yang bekerja di dunia model
6474,Senajan diet model iki bisa dadi wujud kampange kesehatan kanggo nuwuhake kesadaran yen sehat kuwi luwih utama kamangka para model kuwi giat olahraga lan uga kudu bisa njaga panganan sing sehat,"Meskipun diet model ini bisa menjadi bentuk kampanye kesehatan untuk meningkatkan kesadaran bahwa sehat itu lebih utama, karena para model itu rajin berolahraga dan juga harus menjaga makanan yang sehat"
6475,Model uga kudu bisa nggawa kancane sing lagi kesusahan marang lingkaran sosial sing apik,Model juga harus bisa membawa teman-temannya yang sedang kesusahan menuju lingkungan sosial yang baik
6476,Akhirakhir iki aku ngeroso nek mripatku iku puerih banget rasane,Akhir-akhir ini aku merasa mataku sangat sakit rasanya
6477,Awale tak kiro mripatku garing mergo kakean nang ngarep layar laptop,Awalnya aku kira mataku kering karena terlalu banyak di depan layar laptop
6478,Awale yo mek tak tetesi obat mata biasa,Awalnya ya aku beri obat mata biasa
6479,Tapi tambah suwe gatele iku tambah nemen dan saiki onok keroso perihe,Tapi semakin lama rasa sakitnya semakin parah dan sekarang terasa perih
6480,Timbangane tambah nemen mending aku nang dokter mata,"Daripada semakin parah, lebih baik aku ke dokter mata"
6481,Moleh teko kuliah aku langsung njujuk nang rumah sakit mata,"Setelah pulang kuliah, aku langsung menuju rumah sakit mata"
6482,Pas diperikso doktere ketok nggumun dan takon iki aku mbari lapo ae akhir-akhir iki,"Saat diperiksa, dokternya terlihat terkejut dan bertanya, ""Ini kamu kerja apa akhir-akhir ini?"""
6483,Aku mek ngomong nek ngerjakno UAS sing bentuke makalah kabeh,Aku bilang kalau aku mengerjakan UAS yang bentuknya makalah semua
6484,Doktere langsung geleng-geleng sira dan langsung ngevonis nek korneaku iku suwek marai aku langsung mbengok saking gak percoyone,"Dokternya langsung geleng-geleng kepala dan langsung mendiagnosis kalau korneaku itu sobek, membuat aku langsung terkejut karena tidak percaya"
6485,Dan gak suwe mripatku langsung dikeki salep ditetesi obat dan ditutup nganggo perban,"Dan tidak lama, mataku langsung diberikan salep, ditetesi obat, dan ditutup dengan perban"
6486,Selama ditangani aku mek isok meneng saking gak isok percoyone nek mripatku isok sampe koyok ngono,"Selama ditangani, aku bisa diam karena tidak percaya kalau mataku bisa sampai seperti itu"
6487,Nag awakmu iku keweden diajaki kewan mboh iku pitik babon utowo asu sakjane awakmu ora atek mlayu masio rodok keweden kudu diempet,"Kalau kamu takut diajak hewan, baik itu ayam atau anjing, sebenarnya kamu tidak perlu lari meskipun sedikit takut, harus ditahan"
6488,Terus nag iso awakmu kudu manekno awak ben iso ngelawan kewan iku maeng soale nag awakmu blayu yo tambah diajaki sampek sak keneke,"Lalu kalau kamu bisa, kamu harus menghadapi dirimu agar bisa melawan hewan itu, karena kalau kamu lari, mereka akan mengejarmu semakin jauh"
6489,Mangkane kudu dilateh gal saitik ben iso ngendelno awak karo pikiran sing ancene wes keweden maeng,Makanya harus dilatih sedikit agar bisa menenangkan diri dan pikiran yang sebenarnya sudah ketakutan
6490,Laboratorium kuwi dadi pangonan sing penting ning sekolah amarga bisa ngasilake penelitian kanggo siswa lan siswa bisa sinau langsung,Laboratorium itu menjadi tempat yang penting di sekolah karena bisa menghasilkan penelitian untuk siswa dan siswa bisa belajar langsung
6491,Laboratorium iki uga kudu duwe alat lan bahan penelitian sing lengkap kaya zat kimia piranti uji cairan lak sak panunggale sing bisa dadi sarana sinaune para siswa ben ora sia-sia,"Laboratorium ini juga harus memiliki alat dan bahan penelitian yang lengkap seperti zat kimia, alat uji cairan, dan peralatan lainnya yang bisa menjadi sarana belajar bagi para siswa agar tidak sia-sia"
6492,Pemerintah lan para penggedhe ning sekolah kudune luwih paham lan luwih ngerti babagan iki amarga laboratorium kuwi nduwe standar apa maneh laboratorium MIPA lan komputer,"Pemerintah dan para pengelola di sekolah seharusnya lebih paham dan lebih mengerti tentang ini karena laboratorium itu memiliki standar, apalagi laboratorium MIPA dan komputer"
6493,Nanging kualitas pendidikan sing ora rata iki marai siswa angel nduweni akses sing cukup kanggo laboratorium ditambah alat sing larang lan banjur sekolah ora bisa tuku,Namun kualitas pendidikan yang tidak merata ini membuat siswa sulit untuk memiliki akses yang cukup ke laboratorium ditambah alat yang mahal dan kemudian sekolah tidak bisa membeli
6494,Wong sing paling iso nesu-nesu kui ibu-ibu,Orang yang paling bisa marah itu ibu-ibu
6495,Ora mung gampan nesu cara nesune kui menarik,"Tidak hanya mudah marah, cara marahnya itu menarik"
6496,Anehe kui corone ibu-ibu nesu iki iso gawe opo sing dipengeni kui entuk tenanan,"Aneh, cara marah ibu-ibu ini bisa membuat apa yang diinginkan benar-benar didapat"
6497,Misale ibu-ibu ngenyang klambi karo nesu-nesu dhweke akhir entuk klambi kuo nganngo rego sing dadi murah banget,Misalnya ibu-ibu menawar baju dengan marah-marah akhirnya mendapatkan baju itu dengan harga yang sangat murah
6498,Carane kui sing kesiji sing penting yakin,Cara pertama adalah yang penting yakin
6499,Ibue kui ngeroso yen dheweke kui bener dewe,Ibunya merasa bahwa dia benar
6500,Sing keloro ojo mandeg ngomong,"Kedua, jangan berhenti bicara"
6501,Yen ibue kui mandeg lawan wicarane bakal iso nyauri,"Kalau ibunya berhenti berbicara, akan bisa berhenti berdebat"
6502,Yen wis disauri momentun nesune dadi iso ilang,"Kalau sudah diselesaikan, momen marahnya bisa hilang"
6503,Sing ketelu sak ben lawan wicarane arep ngomong langsung diselak,"Ketiga, saat berbicara, ketika ingin berbicara langsung dipotong"
6504,Lawan wicara iso matehke argumen sing ibue bangun,Lawan bicara bisa mematahkan argumen yang ibu bangun
6505,Balik meneh neng poin siji omongan ibue kui modal yakin durung tentu bener,"Kembali lagi ke poin pertama, ucapan ibu itu berlandaskan keyakinan yang belum tentu benar"
6506,Yen misale kui tenanan salah ibue ora bakal iso ngotot meneh,"Jika misalnya itu benar-benar salah, ibu tidak akan bisa bertahan lebih lama"
6507,Ibuku seneng banget masak salah sawijine panganan khas Pemalang yaiku grombyang,"Ibuku sangat senang memasak, salah satunya makanan khas Pemalang yaitu grombyang"
6508,Grombyang iki mirip karo rawon nanging ya rasane luwih legi,"Grombyang ini mirip dengan rawon, tetapi rasanya lebih manis"
6509,Ibuku wis lunga menyang pasar isuk iki lan bali nggawa blanjanan kaya daging sapi lan bumbu-bumbu,Ibuku sudah pergi ke pasar pagi ini dan pulang membawa belanjaan seperti daging sapi dan bumbu-bumbu
6510,Jare ibuku bumbu grombyang iki ana sing dodol kiloan lan uga ana sing dodol sepaket karo bawangane,"Kata ibuku, bumbu grombyang ini ada yang dijual kiloan dan juga ada yang dijual paket dengan bawang putihnya"
6511,Nanging Ibuku luwih milih nggawe dhewe ben bisa ngira-ngira rasane,"Namun, ibuku lebih memilih membuat sendiri agar bisa memperkirakan rasanya"
6512,Daging sing digawe uga sajane daging kebo nanging daging kebo iki angel banget nggoleke ning Pemalang,"Daging yang digunakan juga sebenarnya daging kerbau, tetapi daging kerbau ini sangat sulit ditemukan di Pemalang"
6513,Amarga rasa grombyang iki legi yen arep mangan kudu sithik-sithik ben ora jeleh lan mlukok amarga kelegien,"Karena rasa grombyang ini manis, kalau mau makan harus sedikit-sedikit agar tidak cepat kenyang dan tersiksa karena kelegaan"
6514,Grombyang iki bisa dicampur karo koya utawa kelapa garing,Grombyang ini bisa dicampur dengan koya atau kelapa parut kering
6515,2 taun iki Puput dadi sueneng karo NCT,2 tahun ini Puput jadi suka sekali dengan NCT
6516,Kebiasaane artis Korea nalika ngetokke lagu anyar wis mesthi bakal ngetokke sing jenenge album utawa buku kumpulan lagu-lagune,Kebiasaan artis Korea ketika merilis lagu baru pasti akan merilis yang namanya album atau buku kumpulan lagu-lagunya
6517,Saben NCT ngetokke lagu anyar Puput durung bisa tuku albume amarga regane larang,"Setiap NCT merilis lagu baru, Puput belum bisa membeli albumnya karena harganya mahal"
6518,Puput njajal nyelengi dhuwit sithik mbaka sithik saka dhuwit sing diwenehi wong tuwane,Puput mencoba menabung sedikit demi sedikit dari uang yang diberikan orang tuanya
6519,Ana ing akhir taun NCT ngetokke lagu anyar maneh lan wis mesthi ana album sing ditokke,"Pada akhir tahun, NCT merilis lagu baru lagi dan sudah pasti ada album yang dirilis"
