Indonesia,Javanese
mereka adalah bidan  guru  tokoh agama  tokoh masyarakat  pengurus badan perwakilan desa bpd  dan aparat desa,piyambake sedaya yaiku bidan guru tokoh agami tokohmasyarakat pangera badan wakilan dhusun bpd uga aparatdhusun 
dalam fgd tingkat desa di desa cibulakan diperoleh empat klasifikasi kesejahteraan keluarga yaitu,lebet fgd tingkat dhusun ing dhusun cibulakandipundeningaken sekawan klasifikasi kesejahteraan keluargayaiku
 kaya atau beunghar   menengah atau sedeng   miskin  dan  sangat miskin atau miskin pisan, sugih utawi beunghar madya utawi sedeng miskin uga miskin sanget utawi miskin pisan 
pendapatan ini bukanlah satusatunya ukuran untuk membedakan kesejahteraan keluarga,pamanahan niki sanesa setunggalsetunggalipun ukuran konjuk mupuran kesejahteraan keluarga 
indikator kedua adalah pekerjaan dari kepala keluarga  yang masih terkait dengan indikator pertama penghasilan,indikator kaping kalih yaiku padamelan saking sirah keluarga ingkang taksih terkait kaliyan indikator setunggal pamikantukan 
sementara itu  keluarga menengah pada umumnya memiliki sawah maksimal setengah hektar ,sementara punika  keluarga madya ing umumnya nggadhahi sabin maksimal sepalih hektar 
ukuran atau luas rumah sekitar  meter persegi,ukuran utawi wiyar griya sekitar meter persegi 
untuk keluarga menengah  walau rumahnya permanen tetapi tidak mewah lantainya juga keramik ada wc di dalam rumah ,konjuk keluarga madya walau griyanipun permanen nanging mboten mewah lantainya ugi keramik enten wc ing lebet griya 
serta ukuran rumahnya sekitar  meter persegi  meter x  meter,mawi ukuran griyanipun sekitar meter persegi meter x meter 
rumah keluarga miskin umumnya semi permanen  berbentuk rumah panggung yang terbuat dari papan atau bilik,griya keluarga miskin umumnya semi permanen nduwe bentuk griya panggung ingkang kedamel saking papan utawi bilik 
tidak ada kamar mandi di dalam rumah  pemiliknya menggunakan kamar mandiwc umum,mboten enten kamar adus ing lebet griya  panggadhahipun ngginakaken kamar aduswc umum 
keluarga miskin dan sangat miskin memiliki pola makan yang hampir mirip  hanya berbeda sedikit pada frekuensi makannya,keluarga miskin uga miskin sanget nggadhahi pola tedha ingkang hampir mirip namung benten sekedhik ing frekuensimakanipun 
keluarga miskin dua hingga tiga kali sehari  sedangkan keluarga sangat miskin hanya satu hingga dua kali sehari,keluarga miskin kalih ngantos kaping telu sadinten  sawegaken keluarga miskin sanget namung setunggal ngantos kaping kaling sadinten 
mereka makan daging hanya saat hari raya idul fitri saja,piyambake sedaya tedha daging namung kala riyadi idul fitrikamawon 
pekerjaan mereka antara lain sebagai ustad  pengurus pkk  pengurus rt  guru sekolah  dan ibu rumah tangga,padamelan piyambake sedaya antawis benten dados ustad pangera pkk pangera rt guru sekolah uga ibu griya tangga 
dari hasil fgd di rt  rw  diperoleh empat klasifikasi kesejahteraan keluarga,saking pikantuk fgd ing rt rw dipundeningaken sekawan klasifikasi kesejahteraan keluarga 
 kaya atau beunghar   menengah atau sedeng   miskin  dan  fakir miskin, sugih utawi beunghar madya utawi sedeng miskin uga fakir miskin 
pakaian dari keluarga miskin pada umumnya adalah  pakaian cimol  atau pakaian bekas,rasukan saking keluarga miskin ing umumnya yaiku  rasukan cimol utawi rasukan bekas 
keluarga dalam kategori ini kalau memasak menggunakan kompor minyak tanah atau kayu bakar,keluarga lebet kategori niki menawi mangsak ngginakaken kompor lisah siti utawi kajeng besem 
keluarga menengah berpenghasilan antara rp ribu hingga rp juta per bulan,keluarga madya berpenghasilan antawis rp ewu ngantos rp yuta saben wulan 
mereka kadang disebut juga sebagai juragan,piyambake sedaya kadang kanaman ugi dados juragan 
keluarga menengah pada umumnya memiliki usaha tetap atau bekerja sebagai pegawai negeri sipil golongan bawah,keluarga madya ing umumnya nggadhahi upados tetap utawi nyambut damel dados pegawai negeri sipil tunggilan ngandhap 
bekerja sebagai buruh tani yang bekerja secara musiman  dengan upah rp ribu per hari,nyambut damel dados berah tani ingkang nyambut damel sacara musiman kaliyan epah rp ewu saben dinten 
ada yang bekerja secara serabutan dan ada pula yang bekerja sebagai pembantuburuhkenek bangunan,enten ingkang nyambut damel sacara serabutan uga enten ugi ingkang nyambut damel dados rencangberahkenek wungon 
sementara anakanak keluarga menengah pada umumnya bersekolah hingga tamat smp,sementara anakanak keluarga madya ing umumnya bersekolahngantos rampung smp 
anakanak keluarga miskin ratarata bersekolah hingga tamat sd dan beberapa ada yang tamat smp,anakanak keluarga miskin radinradin bersekolah ngantos rampung sd uga beberapa enten ingkang rampung smp 
anakanak keluarga fakir miskin hanya bersekolah maksimal hanya sampai sekolah dasar,anakanak keluarga fakir miskin namung bersekolah maksimalnamung ngantos sekolah dasar 
dilihat dari indikator kesehatan  keluarga kaya umumnya berobat ke dokter umum dan rumah sakit  atau menggunakan obat warung,dipunningal saking indikator kesarasan keluarga sugih umumnya njampi datheng dokter umum uga griya sakit utawi ngginakaken jampi wande 
keluarga menengah berobat ke puskesmas  dokter  mantri kesehatan dan rumah sakit  atau membeli obat warung,keluarga madya njampi datheng puskesmas dokter mantrikesarasan uga griya sakit utawi tumbas jampi wande 
keluarga fakir miskin menggunakan surat pengantar dari desa bila berobat,keluarga fakir miskin ngginakaken serat panerna saking dhusun menawi njampi 
dilihat dari indikator pola makan  keluarga kaya pada umumnya makan tiga kali sehari dengan menu yang berbeda,dipunningal saking indikator pola tedha  keluarga sugih ing umumnya tedha kaping telu sadinten kaliyan ngula ingkang benten 
pola makan keluarga miskin dan sangat miskin hampir mirip dengan perbedaan pada frekuensi makannya,pola tedha keluarga miskin uga miskin sanget hampir miripkaliyan bedan ing frekuensi makanipun
mereka makan daging hanya saat hari raya lebaran saja,piyambake sedaya tedha daging namung kala riyadi wiyaran kamawon 
mereka adalah guru  ustad  pengurus rt setempat  tukang ojek  dan ibu rumah tangga,piyambake sedaya yaiku guru ustad pangera rt sapanggen  tukang ojek uga ibu griya tangga 
dari hasil fgd di rt  rw  diperoleh empat klasifikasi kesejahteraan keluarga,saking pikantuk fgd ing rt rw dipundeningaken sekawan klasifikasi kesejahteraan keluarga 
 kaya atau beunghar   menengah atau sedeng   miskin  dan  fakir, sugih utawi beunghar madya utawi sedeng miskin uga fakir 
lain halnya lagi dengan keluarga yang tergolong fakir,benten halnya malih kaliyan keluarga ingkang kalebet fakir 
pada umumnya mereka adalah pengangguran  dan jika bekerja  biasanya mereka bekerja secara serabutan,ing umumnya piyambake sedaya yaiku pengangguran uga menawi nyambut damel  biyasanipun piyambake sedaya nyambut damel sacara serabutan 
kalau memiliki sambungan listrik dari pln sendiri  biasanya mendapat bantuan dari anaknya yang sudah bekerja,menawi nggadhahi sambetan listrik saking pln piyambak biyasanipun nyaged bantuan saking anakipun ingkang sampun nyambut damel 
mereka memiliki sepeda motor yang dibeli secara kredit dan bila memasak  mereka menggunakan kayu bakar,piyambake sedaya nggadhahi sepeda montor ingkang dipuntumbas sacara kredit uga menawi mangsak piyambake sedaya ngginakaken kajeng besem 
mereka tidak memiliki sawah memiliki rumah panggung atau papan yang tidak dicat  yang tidak ada aliran listriknya,piyambake sedaya mboten nggadhahi sabin nggadhahi griya panggung utawi papan ingkang mboten dipuncet ingkang mboten enten aliran listrikipun 
bila memasak  mereka menggunakan kayu bakar,menawi mangsak piyambake sedaya ngginakaken kajeng besem 
 indikator kesejahteraan keluarga di desa kedondong fgd di desa kedondong diikuti oleh  lakilaki dan lima perempuan, indikator kesejahteraan keluarga ing dhusun kedondongfgd ing dhusun kedondong dipunndhereki dening kakung uga gangsal estri 
guru  ustad  pengurus rw  aparat desa  anggota bpd  bidan  dan kader pkk,guru ustad pangera rw aparat dhusun anggota bpd bidan uga kader pkk 
dari hasil fgd di tingkat desa ini diperoleh tiga klasifikasi kesejahteraan keluarga,saking pikantuk fgd ing tingkat dhusun niki dipundeningaken telu klasifikasi kesejahteraan keluarga 
 kaya atau sugih   cukup atau sedheng  dan  melarat, sugih utawi sugih cekap utawi sedheng uga melarat 
ketiga klasifikasi tersebut didasarkan atas tujuh indikator kesejahteraan keluarga,ketelu klasifikasi kesebat didasarkan inggil pitu indikatorkesejahteraan keluarga 
keluarga cukup memiliki rumah yang sederhana dengan lantai plester atau tegel hitam  kmwc di luar rumah  dan listrik  watt,keluarga cekap nggadhahi griya ingkang sederhana kaliyan lantai plester utawi tegel cemeng kmwc ing njawi griya  uga listrik watt 
untuk keluarga melarat  ada yang memiliki rumah,konjuk keluarga melarat enten ingkang nggadhahi griya 
bagi mereka yang memiliki rumah  biasanya rumah mereka terbuat dari bambu gedhek  berlantai tanah,kunjuk piyambake sedaya ingkang nggadhahi griya  biyasanipun griya piyambake sedaya kedamel saking deling gedhek berlantai siti 
mandi di sungai  dan menyambung nyalur aliran listrik untuk penerangan di rumah dari rumah tetangga,adus ing lepen uga nyambet nyalur aliran listrik konjuk panempuhan ing griya saking griya tanggi 
anakanak dari keluarga cukup berpendidikan antara sd hingga sarjana  s,anakanak saking keluarga cekap berpendidikan antawis sdngantos sarjana s 
pekerjaanpekerjaan tersebut diidentifikasi sebagai bidan  kepala sekolah sd maupun smp  kepala desa  dan sekretaris desa,padamelanpadamelan kesebat diidentifikasi dados bidan sirah sekolah sd kersaa smp sirah dhusun uga sekretaris dhusun 
pekerjaan dari keluarga cukup pada umumnya adalah guru  petani  dan pedagang,padamelan saking keluarga cekap ing umumnya yaiku guru petani uga panggramen 
keluarga yang melarat pada umumnya bekerja sebagai kuli  buruh  atau sebagai mayeng pemulung,keluarga ingkang melarat ing umumnya nyambut damel dados kuli berah utawi dados mayeng pamambajeng 
kelompok keluarga melarat pada umumnya berobat ke puskesmas atau menggunakan jamu,kelompok keluarga melarat ing umumnya njampi datheng puskesmas utawi ngginakaken jampi 
keluarga melarat umumnya makan dengan sayur  kadang dengan tahu atau tempe seadanya,keluarga melarat umumnya tedha kaliyan sayur kadang kaliyan mangertos utawi tempe saentenipun 
kalau makan dengan ikan  biasanya yang harganya murah,menawi tedha kaliyan ulam biyasanipun ingkang reginipun mirah 
dari hasil fgd di rt  rw  diperoleh tiga klasifikasi kesejahteraan keluarga,saking pikantuk fgd ing rt rw dipundeningaken telu klasifikasi kesejahteraan keluarga 
 kaya sugih   cukup sedheng  dan  kurangmiskin, sugih sugih cekap sedheng uga kirangmiskin 
ketiga klasifikasi kesejahteraan keluarga tersebut didasarkan atas delapan indikator kesejahteraan keluarga,ketelu klasifikasi kesejahteraan keluarga kesebat didasarkaninggil wolu indikator kesejahteraan keluarga 
kepemilikan aset  kondisi rumah  penghasilan  pekerjaan  pola makan  pakaian  pendidikan atau sekolah anak  dan kesehatan,kepemilikan aset kondisi griya  pamikantukan padamelan pola tedha  rasukan  pamucalan utawi sekolah anak  uga kesarasan
keluarga sedang pada umumnya bekerja sebagai petani atau pedagang kecilkeliling,keluarga saweg ing umumnya nyambut damel dados petaniutawi panggramen alitkeliling 
keluarga kurangmiskin makan tiga kali sehari  namun nasi bukan berasal dari beras hasil panen sendiri,keluarga kirangmiskin tedha kaping telu sadinten  nanging sekul sanes asalipun saking uwos pikantuk panen piyambak 
lauk yang mereka makan adalah ikan asin  tempe dan sambal bawang putih,lauk ingkang piyambake sedaya tedha yaiku ulam asin tempeuga sambal bawang pethak 
mereka mengkonsumsi daging setahun sekali yang merupakan pemberian saat hari raya kurban,piyambake sedaya mengkonsumsi daging sataun pisan ingkang ngrupikaken paweweh kala riyadi labet 
dilihat dari pakaiannya  keluarga kaya pada umumnya memiliki pakaian yang bermerek dan membelinya di supermarket,dipunningal saking anggenipun keluarga sugih ing umumnyanggadhahi rasukan ingkang bermerek uga tumbasipun ing supermarket 
walau pakaian keluarga sedang sederhana  pakaian tersebut dibeli sendiri,walau rasukan keluarga saweg sederhana rasukan kesebat dipuntumbas piyambak 
lain halnya dengan keluarga kurangmiskin,benten halnya kaliyan keluarga kirangmiskin 
pada umumnya pakaian mereka berasal dari pemberian orang lain atau lungsuran,ing umumnya rasukan piyambake sedaya asalipun saking paweweh tiyang benten utawi lungsuran 
keluarga cukup berobat ke bidan desa atau puskesmas  dan bila sakitnya parah  baru mereka berobat ke rumah sakit,keluarga cekap njampi datheng bidan dhusun utawi puskesmas uga menawi sakitipun parah enggal piyambake sedaya njampi datheng griya sakit 
berbeda dengan kelompok tersebut  kelompok keluarga kurangmiskin pada umumnya berobat ke dukun atau puskesmas,benten kaliyan kelompok kesebat kelompok keluargakirangmiskin ing umumnya njampi datheng dukun utawi puskesmas
ada persamaan antara ketiga kelompok tersebut  yakni semuanya berobat ke puskesmas,enten samen antawis ketelu kelompok kesebat yaknisedayanipun njampi datheng puskesmas 
dari hasil fgd di rt  rw  diperoleh tiga klasifikasi kesejahteraan keluarga,saking pikantuk fgd ing rt rw dipundeningaken telu klasifikasi kesejahteraan keluarga 
 mampu   cukup  dan  kurang mampu, saged cekap uga kirang saged 
ketiga klasifikasi kesejahteraan keluarga tersebut didasarkan atas tujuh indikator kesejahteraan keluarga,ketelu klasifikasi kesejahteraan keluarga kesebat didasarkaninggil pitu indikator kesejahteraan keluarga 
kepemilikan aset  kondisi rumah  kesehatan  pendidikan  pekerjaan  penghasilan atau tabungan  dan pola makan seharihari,kepemilikan aset kondisi griya  kesarasan pamucalan padamelan pamikantukan utawi tabungan uga pola tedha sadintendinten
menurut para peserta fgd  kebanyakan kepala keluarga kurang mampu terdiri dari janda,miturut para pamawi fgd kekathahen sirah keluarga kirang saged badan saking randha 
selain itu  kalau keluarga mampu memasak dengan menggunakan kompor gas,kajawi punika  menawi keluarga saged mangsak kaliyan ngginakaken kompor gas 
karena tidak memiliki alat transportasi  keluarga kurang mampu bepergian dengan berjalan kaki,amargi mboten nggadhahi pirantos transportasi keluarga kirang saged kekesahan kaliyan mlampah suku 
sewaktu memasak  mereka menggunakan kayu bakar yang diperoleh dari kebun,sakugi mangsak piyambake sedaya ngginakaken kajeng besem ingkang dipundeningaken saking kebon 
pada umumnya  keluarga mampu memiliki rumah berukuran  m  meter x  meter,ing umumnya keluarga saged nggadhahi griya berukuran m meter x meter 
berbeda dengan keluarga mampu dan cukup  tidak semua keluarga yang tergolong kurang mampu sudah memiliki rumah,benten kaliyan keluarga saged uga cekap mboten sedaya keluarga ingkang kalebet kirang saged sampun nggadhahi griya 
keluarga cukup pada umumnya berobat ke bidan  puskesmas  atau rumah sakit,keluarga cekap ing umumnya njampi datheng bidan puskesmas utawi griya sakit 
keluarga kurang mampu berobat ke puskesmas atau dukun,keluarga kirang saged njampi datheng puskesmas utawi dukun 
nampak bahwa semua kelompok memiliki kesamaan untuk berobat ke puskesmas,nampak menawi sedaya kelompok nggadhahi kesamen konjuk njampi datheng puskesmas 
